Gmt time,Open,High,Low,Close,% change
29.09.2022 16:00:00.000,143.198,143.854,142.344,143.587,0.271651839
29.09.2022 17:00:00.000,143.601,143.924,142.119,142.145,-1.013920516
29.09.2022 18:00:00.000,142.144,142.721,141.436,141.48,-0.467131923
29.09.2022 19:00:00.000,141.476,141.65,140.679,140.735,-0.523763748
29.09.2022 20:00:00.000,140.728,142.371,140.725,142.201,1.046700017
30.09.2022 14:00:00.000,142.285,142.619,140.611,142.111,-0.122289771
30.09.2022 15:00:00.000,142.155,142.875,141.356,142.265,0.077380324
30.09.2022 16:00:00.000,142.315,143.082,141.032,141.307,-0.708287953
30.09.2022 17:00:00.000,141.32,141.744,140.854,141.172,-0.104726861
30.09.2022 18:00:00.000,141.165,141.285,140.168,140.362,-0.568837885
30.09.2022 19:00:00.000,140.354,140.83,139.61,139.696,-0.468814569
30.09.2022 20:00:00.000,139.68,140.317,138.62,138.649,-0.738115693
03.10.2022 14:00:00.000,138.754,139.424,137.735,139.35,0.429537166
03.10.2022 15:00:00.000,139.37,141.565,139.37,141.223,1.329554423
03.10.2022 16:00:00.000,141.249,141.56,140.075,140.826,-0.299471147
03.10.2022 17:00:00.000,140.83,141.42,140.789,141.412,0.413264219
03.10.2022 18:00:00.000,141.409,142.233,141.373,142.09,0.481581795
03.10.2022 19:00:00.000,142.112,143.066,142.062,142.89,0.547455528
03.10.2022 20:00:00.000,142.905,143.067,142.253,142.435,-0.328889822
04.10.2022 14:00:00.000,144.755,145.302,144.508,145.064,0.213464129
04.10.2022 15:00:00.000,145.073,146.205,145.045,145.751,0.46735092
04.10.2022 16:00:00.000,145.745,145.776,144.965,145.28,-0.319050396
04.10.2022 17:00:00.000,145.28,145.66,144.85,144.855,-0.292538546
04.10.2022 18:00:00.000,144.858,145.514,144.263,145.24,0.263706526
04.10.2022 19:00:00.000,145.24,146.079,145.037,145.864,0.42963371
04.10.2022 20:00:00.000,145.855,146.049,145.11,146.041,0.127523911
05.10.2022 14:00:00.000,144.618,145.313,143.917,145.174,0.384461132
05.10.2022 15:00:00.000,145.183,145.282,143.015,143.59,-1.097235902
05.10.2022 16:00:00.000,143.578,144.477,143.545,144.378,0.557188427
05.10.2022 17:00:00.000,144.403,145.9,144,145.432,0.712589074
05.10.2022 18:00:00.000,145.441,146.235,145.308,145.341,-0.068756403
05.10.2022 19:00:00.000,145.332,146.452,145.271,146.41,0.741749924
05.10.2022 20:00:00.000,146.405,147.375,145.867,146.035,-0.252723609
06.10.2022 14:00:00.000,146.7,147.52,146.37,146.71,0.006816633
06.10.2022 15:00:00.000,146.713,146.73,145.603,146.614,-0.067478683
06.10.2022 16:00:00.000,146.631,146.905,145.711,145.885,-0.508760085
06.10.2022 17:00:00.000,145.868,146.469,145.557,146.254,0.26462281
06.10.2022 18:00:00.000,146.254,146.535,145.928,146.408,0.105296265
06.10.2022 19:00:00.000,146.425,146.428,145.288,145.688,-0.503329349
06.10.2022 20:00:00.000,145.667,146.035,145.243,145.651,-0.010983957
07.10.2022 14:00:00.000,141.572,141.586,141.379,141.526,-0.032492301
07.10.2022 15:00:00.000,141.51,141.84,140.892,141.319,-0.134972793
07.10.2022 16:00:00.000,141.323,141.626,140.79,141.126,-0.139396984
07.10.2022 17:00:00.000,141.12,141.355,140.175,140.3,-0.58106576
07.10.2022 18:00:00.000,140.299,140.598,139.946,140.136,-0.116180443
07.10.2022 19:00:00.000,140.13,140.556,139.914,140.173,0.030685792
07.10.2022 20:00:00.000,140.178,140.529,139.441,140.099,-0.056356918
10.10.2022 14:00:00.000,139.879,140.05,138.67,138.766,-0.795687702
10.10.2022 15:00:00.000,138.786,140.444,138.575,139.578,0.570662747
10.10.2022 16:00:00.000,139.537,140.805,139.228,140.456,0.658606678
10.10.2022 17:00:00.000,140.462,140.515,139.553,139.58,-0.627927838
10.10.2022 18:00:00.000,139.569,141.864,139.048,141.265,1.215169558
10.10.2022 19:00:00.000,141.255,141.391,140.408,140.764,-0.347598315
10.10.2022 20:00:00.000,140.774,141.531,140.588,140.915,0.100160541
11.10.2022 14:00:00.000,139.755,139.759,138.84,138.885,-0.622517978
11.10.2022 15:00:00.000,138.864,139.815,138.37,139.075,0.151947229
11.10.2022 16:00:00.000,139.081,140.745,139.019,140.384,0.93686413
11.10.2022 17:00:00.000,140.426,141.339,140.065,140.764,0.240696167
11.10.2022 18:00:00.000,140.768,140.92,139.821,140.43,-0.240111389
11.10.2022 19:00:00.000,140.429,140.544,138.519,138.639,-1.274665489
11.10.2022 20:00:00.000,138.605,139.235,138.22,138.746,0.101727932
12.10.2022 14:00:00.000,139,140.335,139,139.898,0.646043165
12.10.2022 15:00:00.000,139.931,140.176,138.826,139.418,-0.366609257
12.10.2022 16:00:00.000,139.413,140.137,139.044,139.981,0.40742255
12.10.2022 17:00:00.000,139.971,140.08,138.931,139.463,-0.362932322
12.10.2022 18:00:00.000,139.458,139.597,138.367,138.524,-0.669735691
12.10.2022 19:00:00.000,138.513,139.338,138.256,138.5,-0.009385401
12.10.2022 20:00:00.000,138.505,138.791,138.147,138.554,0.035377784
13.10.2022 14:00:00.000,135.916,136.387,134.967,136.24,0.23838253
13.10.2022 15:00:00.000,136.24,136.878,135.622,136.259,0.013945978
13.10.2022 16:00:00.000,136.225,142.581,135.975,140.91,3.439163149
13.10.2022 17:00:00.000,140.926,141.36,140.068,140.555,-0.263258732
13.10.2022 18:00:00.000,140.574,142.35,140.569,141.807,0.877118101
13.10.2022 19:00:00.000,141.77,142.98,140.903,142.814,0.736404035
13.10.2022 20:00:00.000,142.805,143.522,142.065,143.243,0.30671195
14.10.2022 14:00:00.000,142.826,143.471,141.39,142.125,-0.490806996
14.10.2022 15:00:00.000,142.096,142.096,139.501,140.313,-1.254785497
14.10.2022 16:00:00.000,140.321,140.926,139.24,139.631,-0.491729677
14.10.2022 17:00:00.000,139.583,140.195,139.006,139.131,-0.323821669
14.10.2022 18:00:00.000,139.134,139.625,138.942,139.483,0.250837322
14.10.2022 19:00:00.000,139.483,139.483,138.385,138.8,-0.489665407
14.10.2022 20:00:00.000,138.8,139.166,138.306,138.753,-0.033861671
17.10.2022 14:00:00.000,141.67,142.655,141.505,141.994,0.228700501
17.10.2022 15:00:00.000,142.037,142.209,140.703,140.969,-0.751916754
17.10.2022 16:00:00.000,140.965,141.876,140.269,141.675,0.503671124
17.10.2022 17:00:00.000,141.676,141.92,141.2,141.82,0.101640363
17.10.2022 18:00:00.000,141.82,142.582,141.668,142.359,0.38005923
