Gmt time,Open,High,Low,Close,% change
03.01.2023 14:00:00.000,129.82,130.896,126.885,126.92,-2.233862271
03.01.2023 15:00:00.000,126.93,127.291,125.061,125.588,-1.057275664
03.01.2023 16:00:00.000,125.585,125.856,124.485,124.735,-0.676832424
03.01.2023 17:00:00.000,124.738,125.051,124.348,124.591,-0.117847007
03.01.2023 18:00:00.000,124.555,124.839,124.18,124.812,0.206334551
03.01.2023 19:00:00.000,124.818,125.31,124.163,124.609,-0.167443798
03.01.2023 20:00:00.000,124.614,125.406,124.4,125.322,0.568154461
04.01.2023 14:00:00.000,126.72,127.533,125.966,126.64,-0.063131313
04.01.2023 15:00:00.000,126.605,127.288,125.065,126.948,0.27092137
04.01.2023 16:00:00.000,126.966,128.42,126.5,127.752,0.619063371
04.01.2023 17:00:00.000,127.755,128.645,127.236,127.236,-0.406246331
04.01.2023 18:00:00.000,127.23,127.487,126.928,127.198,-0.025151301
04.01.2023 19:00:00.000,127.138,127.84,125.399,126.463,-0.530919159
04.01.2023 20:00:00.000,126.465,126.825,125.266,125.795,-0.529790851
05.01.2023 14:00:00.000,125.694,127.485,125.318,127.364,1.328623482
05.01.2023 15:00:00.000,127.29,127.699,126.16,126.414,-0.688192317
05.01.2023 16:00:00.000,126.409,127.07,126.146,126.676,0.211219138
05.01.2023 17:00:00.000,126.67,126.94,126.171,126.25,-0.331570222
05.01.2023 18:00:00.000,126.239,127.03,125.796,126.265,0.020595854
05.01.2023 19:00:00.000,126.285,126.47,125.489,125.489,-0.630320307
05.01.2023 20:00:00.000,125.48,125.514,124.755,124.779,-0.558654766
06.01.2023 14:00:00.000,126.953,127.175,124.873,125.817,-0.894819343
06.01.2023 15:00:00.000,125.755,127.493,125.755,127.392,1.301737505
06.01.2023 16:00:00.000,127.47,128.022,127.005,127.872,0.315368322
06.01.2023 17:00:00.000,127.875,128.472,127.773,127.957,0.064125122
06.01.2023 18:00:00.000,127.94,128.87,127.885,128.835,0.699546662
06.01.2023 19:00:00.000,128.841,129.99,128.774,129.84,0.775374299
06.01.2023 20:00:00.000,129.849,130.279,129.51,129.577,-0.209474081
09.01.2023 14:00:00.000,131.1,132.051,130.525,132.015,0.697940503
09.01.2023 15:00:00.000,132.037,133.129,131.953,132.727,0.522580792
09.01.2023 16:00:00.000,132.769,133.4,132.672,132.947,0.13406744
09.01.2023 17:00:00.000,132.939,132.949,132.24,132.458,-0.361820083
09.01.2023 18:00:00.000,132.443,132.636,131.18,131.387,-0.797324132
09.01.2023 19:00:00.000,131.382,131.727,130.583,130.654,-0.554109391
09.01.2023 20:00:00.000,130.664,130.826,130.012,130.21,-0.347456071
10.01.2023 14:00:00.000,131.179,131.196,129.505,129.973,-0.91935447
10.01.2023 15:00:00.000,130.023,130.811,128.111,129.081,-0.724487206
10.01.2023 16:00:00.000,129.089,129.196,128.656,128.869,-0.170425056
10.01.2023 17:00:00.000,128.852,129.863,128.456,129.721,0.674417161
10.01.2023 18:00:00.000,129.727,130.26,129.409,130.215,0.376174582
10.01.2023 19:00:00.000,130.245,130.678,129.979,130.106,-0.106721947
10.01.2023 20:00:00.000,130.11,130.36,129.757,130.273,0.12527861
11.01.2023 14:00:00.000,131.055,131.495,130.46,130.87,-0.141162108
11.01.2023 15:00:00.000,130.89,132.098,130.495,131.473,0.445412178
11.01.2023 16:00:00.000,131.495,132.36,131.36,132.288,0.603064755
11.01.2023 17:00:00.000,132.297,132.919,132.217,132.753,0.344679018
11.01.2023 18:00:00.000,132.746,133.191,132.205,132.396,-0.263661429
11.01.2023 19:00:00.000,132.406,132.867,132.156,132.515,0.082322553
11.01.2023 20:00:00.000,132.516,133.178,132.477,133.148,0.476923541
12.01.2023 14:00:00.000,132.727,133.68,131.46,132.29,-0.329247252
12.01.2023 15:00:00.000,132.279,133.785,132.147,132.43,0.114152662
12.01.2023 16:00:00.000,132.435,133.165,131.98,133.095,0.498357685
12.01.2023 17:00:00.000,133.074,134.207,132.81,133.714,0.480935419
12.01.2023 18:00:00.000,133.709,134.18,132.425,134.01,0.225115736
12.01.2023 19:00:00.000,134.025,134.092,133.009,133.35,-0.503637381
12.01.2023 20:00:00.000,133.35,133.425,132.77,133.12,-0.17247844
13.01.2023 14:00:00.000,132.381,132.918,131.938,132.555,0.131438802
13.01.2023 15:00:00.000,132.56,133.95,132.42,133.743,0.892426071
13.01.2023 16:00:00.000,133.74,133.948,132.752,133.205,-0.400029909
13.01.2023 17:00:00.000,133.205,133.596,133.126,133.53,0.243984835
13.01.2023 18:00:00.000,133.559,134.368,133.3,134.135,0.431270075
13.01.2023 19:00:00.000,134.13,134.411,133.897,134.126,-0.002982181
